path,true,pred,top1_prob
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/Apple-Scab.jpg,Apple___Apple_scab,"Pepper,_bell___healthy",0.963763
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/Apple-Scab1.jpg,Apple___Apple_scab,"Pepper,_bell___healthy",0.959465
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/Apple-Scab_1_1.jpg,Apple___Apple_scab,"Pepper,_bell___healthy",0.753626
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/Apple-scab-on-crab-apple.jpg,Apple___Apple_scab,"Pepper,_bell___healthy",0.955090
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/AppleScab.JPG.jpg,Apple___Apple_scab,Grape___Black_rot,0.408627
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/AppleScab02.jpg,Apple___Apple_scab,Corn___Cercospora_leaf_spot Gray_leaf_spot,0.948641
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/AppleScab03.jpg,Apple___Apple_scab,"Pepper,_bell___healthy",0.717778
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/AppleScab14.jpg,Apple___Apple_scab,"Pepper,_bell___healthy",0.962054
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/Apple_Scab163.jpg,Apple___Apple_scab,"Pepper,_bell___Bacterial_spot",0.811043
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/Apple_scab.jpg?t=1473441220256&width=300&height=200&name=Apple_scab.jpg,Apple___Apple_scab,"Pepper,_bell___healthy",0.769530
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/Apple_scab_symptoms_on_leaf.jpg,Apple___Apple_scab,"Pepper,_bell___healthy",0.959155
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/DSC00005.JPG.jpg,Apple___Apple_scab,Strawberry___Leaf_scorch,0.608712
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/DSCF1248-1gz1wpc.jpg,Apple___Apple_scab,Corn___Common_rust,0.933585
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/IMG_3166_1500x1500%253E.JPG?1473520197.jpg,Apple___Apple_scab,"Pepper,_bell___healthy",0.810463
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/IMG_3455-xjgwni-1024x1024.jpg,Apple___Apple_scab,Apple___Apple_scab,0.968790
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/Malus-Scab-disease-225x300.jpg,Apple___Apple_scab,"Pepper,_bell___healthy",0.942074
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/Scab+close-up5846.jpg,Apple___Apple_scab,Raspberry___healthy,0.839042
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/acfsca026527.jpg,Apple___Apple_scab,Corn___Northern_Leaf_Blight,0.694336
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/apple%20scab%20MF821.JPG.jpg,Apple___Apple_scab,"Pepper,_bell___healthy",0.929774
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/apple-scab-disease-tree-fungus-906x391.jpg,Apple___Apple_scab,Strawberry___Leaf_scorch,0.512438
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/apple-scab-disease.jpg,Apple___Apple_scab,Strawberry___Leaf_scorch,0.926602
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/apple-scab-leaf-big.jpg,Apple___Apple_scab,"Pepper,_bell___healthy",0.949613
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/apple-scab-obst-krankheit-m7akxy.jpg,Apple___Apple_scab,"Pepper,_bell___healthy",0.960137
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/apple-scab-venturia-inaequalis-early-leaf-infection-and-mycelium-AW0TTX.jpg,Apple___Apple_scab,Corn___healthy,0.204272
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/apple-scab-venturia-inaequalis-early-leaf-infection-and-mycelium-bxbd0k.jpg,Apple___Apple_scab,Apple___Apple_scab,0.858088
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/apple-scab-venturia-inaequalis-early-leaf-infection-and-mycelium-bxbd23.jpg,Apple___Apple_scab,Apple___healthy,0.900523
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/apple-scab-venturia-inaequalis-germinated-from-a-spore-shower-on-an-apple-leaf-X31BGG.jpg,Apple___Apple_scab,Apple___Apple_scab,0.910901
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/apple-scab-venturia-inaequalis-germinated-from-a-spore-shower-on-an-aw08hw.jpg,Apple___Apple_scab,Apple___Apple_scab,0.955397
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/apple-scab-venturia-inaequalis-leaf-symptoms-on-tree-dark-fungal-pustules-aceg6b.jpg,Apple___Apple_scab,"Pepper,_bell___healthy",0.902046
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/apple-scab-venturia-inaequalis-lesions-mycelium-on-leaves-a8h9nb.jpg,Apple___Apple_scab,"Pepper,_bell___healthy",0.932733
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/apple-scab_figure-2.jpg,Apple___Apple_scab,Corn___Cercospora_leaf_spot Gray_leaf_spot,0.559985
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/apple_scab.jpg,Apple___Apple_scab,Tomato___Septoria_leaf_spot,0.246303
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/apple_scab1.jpg,Apple___Apple_scab,Corn___Northern_Leaf_Blight,0.317637
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/apple_scab2.jpg,Apple___Apple_scab,Apple___Apple_scab,0.329229
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/apple_scab_1465_180.jpg,Apple___Apple_scab,Tomato___Early_blight,0.916805
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/apple_scab_early_jc_sm.jpg,Apple___Apple_scab,"Pepper,_bell___healthy",0.323693
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/apples-severely-affected-by-apple-scab-venturia-inaequalis-dgk11a.jpg,Apple___Apple_scab,"Pepper,_bell___Bacterial_spot",0.708690
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/apples_apple-scab_02_zoom.jpg,Apple___Apple_scab,"Pepper,_bell___healthy",0.944497
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/apples_apple-scab_03_zoom.jpg,Apple___Apple_scab,Potato___Early_blight,0.245833
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/applescab-500x383.jpg,Apple___Apple_scab,Tomato___Tomato_Yellow_Leaf_Curl_Virus,0.114905
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/applescab.jpg,Apple___Apple_scab,"Pepper,_bell___healthy",0.965057
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/applescab004.jpg,Apple___Apple_scab,Apple___healthy,0.739609
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/applescab2.jpg,Apple___Apple_scab,Cherry___healthy,0.334013
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/applescab_lf.jpg,Apple___Apple_scab,Strawberry___Leaf_scorch,0.685099
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/applescableaf-pcd.jpg,Apple___Apple_scab,"Pepper,_bell___healthy",0.885956
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/applescableaf.jpg,Apple___Apple_scab,Strawberry___Leaf_scorch,0.932101
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/applescabmalus1.jpg,Apple___Apple_scab,Strawberry___Leaf_scorch,0.472251
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/appletree%20leaf.jpg,Apple___Apple_scab,"Pepper,_bell___healthy",0.917291
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/appscab.jpg,Apple___Apple_scab,Apple___healthy,0.921428
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/branch-with-ill-leaf-of-apple-scab-disease-picture-id928917010?k=6&m=928917010&s=612x612&w=0&h=UY6EBbnGkTzVcp4Tm8myYO7KoIOtrZo3VRDrd91qslo=.jpg,Apple___Apple_scab,Strawberry___Leaf_scorch,0.696720
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/crabapple%20scab%20Snowdrift%201%20Crab%206-24-16.JPG.jpg,Apple___Apple_scab,Cherry___healthy,0.212869
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/disease-on-fruit-scab-on-apple-tree-j1r0jp.jpg,Apple___Apple_scab,"Pepper,_bell___healthy",0.920108
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/early-symptoms-of-scab-venturia-inaequalis-on-apple-leaves-AW051N.jpg,Apple___Apple_scab,"Pepper,_bell___healthy",0.962161
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/early_symptoms_of_crabapple_scab_on_prairifire.jpg,Apple___Apple_scab,Apple___healthy,0.855731
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/image0002.jpg,Apple___Apple_scab,Grape___Black_rot,0.426562
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/image005.jpg,Apple___Apple_scab,Potato___Early_blight,0.255494
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/img_1916.jpg,Apple___Apple_scab,Apple___Apple_scab,0.960069
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/img_1920.jpg,Apple___Apple_scab,Apple___Apple_scab,0.932786
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/img_6415.jpg,Apple___Apple_scab,"Pepper,_bell___healthy",0.934471
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/inaequalis1a.jpg,Apple___Apple_scab,Apple___healthy,0.937185
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/inaequalis1b.jpg,Apple___Apple_scab,"Pepper,_bell___healthy",0.544969
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/s-l300.jpg,Apple___Apple_scab,Strawberry___Leaf_scorch,0.649042
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/scab-apple-leaf.jpg,Apple___Apple_scab,"Pepper,_bell___healthy",0.655353
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/scab-disease-apple-leaf-macro-62212448.jpg,Apple___Apple_scab,Tomato___Early_blight,0.134453
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/scab-disease-small.jpg,Apple___Apple_scab,Tomato___Late_blight,0.379215
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/scab-on-foliage-300x259.jpg,Apple___Apple_scab,Apple___Apple_scab,0.631555
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/scab-on-tall-spindle-apple-tree-d3phw6.jpg,Apple___Apple_scab,"Pepper,_bell___healthy",0.965199
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/scab-venturia-inaequalis-development-of-disease-on-the-stem-upper-B359MJ.jpg,Apple___Apple_scab,Blueberry___healthy,0.915948
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/scab_large.jpg,Apple___Apple_scab,"Pepper,_bell___Bacterial_spot",0.854257
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/scab_on_leaf.jpg,Apple___Apple_scab,Blueberry___healthy,0.555733
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/schurft.jpg,Apple___Apple_scab,"Pepper,_bell___healthy",0.705227
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/seriously-unwell-apple-tree-fruit-brown-and-split-yellow-spots-on-leaves-scab-P67H27.jpg,Apple___Apple_scab,Tomato___Early_blight,0.959717
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/venturia.jpg,Apple___Apple_scab,Apple___Apple_scab,0.970928
plantdoc/PlantDoc-Dataset/test/Apple leaf/20180511_090912-14gtw8a-e1526047952754.jpg,Apple___healthy,"Pepper,_bell___healthy",0.929627
plantdoc/PlantDoc-Dataset/test/Apple leaf/20180511_091133-24l1vhg-e1526047988236.jpg,Apple___healthy,Apple___healthy,0.936841
plantdoc/PlantDoc-Dataset/test/Apple leaf/20180511_091252-1gy5xf5-e1526048000596.jpg,Apple___healthy,Apple___healthy,0.966612
plantdoc/PlantDoc-Dataset/test/Apple leaf/4120978-single-green-leaf-of-apple-tree.jpg,Apple___healthy,Raspberry___healthy,0.830389
plantdoc/PlantDoc-Dataset/test/Apple leaf/Apple-Leaf-Wallpaper-17.jpg,Apple___healthy,Corn___healthy,0.952732
plantdoc/PlantDoc-Dataset/test/Apple leaf/apple-leaf-14319997.jpg,Apple___healthy,Blueberry___healthy,0.642290
plantdoc/PlantDoc-Dataset/test/Apple leaf/apple-leaf-9834637.jpg,Apple___healthy,Blueberry___healthy,0.941480
plantdoc/PlantDoc-Dataset/test/Apple leaf/apple-leaf-closeup-37636177.jpg,Apple___healthy,Blueberry___healthy,0.951764
plantdoc/PlantDoc-Dataset/test/Apple leaf/apple-leaf-isolated-white-background-56631026.jpg,Apple___healthy,Blueberry___healthy,0.735391
plantdoc/PlantDoc-Dataset/train/Apple leaf/20130519yellowingappleleaves.jpg,Apple___healthy,"Pepper,_bell___healthy",0.955691
plantdoc/PlantDoc-Dataset/train/Apple leaf/2017-09-23-07-48-04.jpg,Apple___healthy,"Pepper,_bell___healthy",0.870135
plantdoc/PlantDoc-Dataset/train/Apple leaf/4633813-sweet-apple-with-leaf.jpg,Apple___healthy,Tomato___healthy,0.763723
plantdoc/PlantDoc-Dataset/train/Apple leaf/Apple-Leaves-Diabetes.jpg,Apple___healthy,"Pepper,_bell___healthy",0.965973
plantdoc/PlantDoc-Dataset/train/Apple leaf/AppleLeavesInRain.jpg,Apple___healthy,"Pepper,_bell___healthy",0.948967
plantdoc/PlantDoc-Dataset/train/Apple leaf/Apple_tree_leaf_J1.jpg,Apple___healthy,Apple___healthy,0.804729
plantdoc/PlantDoc-Dataset/train/Apple leaf/CRABAPPLE2_leaves.jpg,Apple___healthy,"Pepper,_bell___healthy",0.696794
plantdoc/PlantDoc-Dataset/train/Apple leaf/CRABAPPLE3_leaves.jpg,Apple___healthy,Tomato___Late_blight,0.871784
plantdoc/PlantDoc-Dataset/train/Apple leaf/CRABAPPLE_leaves.jpg,Apple___healthy,"Pepper,_bell___healthy",0.635468
plantdoc/PlantDoc-Dataset/train/Apple leaf/Crab-Apple-%28Malus-Sylvestris%29-Leaf.jpg,Apple___healthy,Apple___healthy,0.247307
plantdoc/PlantDoc-Dataset/train/Apple leaf/Dwarf-Apple-Pink-Lady-2545.jpeg.jpg,Apple___healthy,Apple___healthy,0.865568
plantdoc/PlantDoc-Dataset/train/Apple leaf/June%2B2010%2B022.JPG.jpg,Apple___healthy,"Pepper,_bell___healthy",0.910176
plantdoc/PlantDoc-Dataset/train/Apple leaf/Malus+sylvestris+-+Crab+Apple+04.jpg,Apple___healthy,Apple___healthy,0.962287
plantdoc/PlantDoc-Dataset/train/Apple leaf/apple-tree-branch-blossom-plant-fruit-berry-leaf-flower-food-green-produce-evergreen-flora-sad-shrub-apples-branch-with-apples-flowering-plant-rose-family-acerola-malpighia-woody-plant-land-plant-928225.jpg,Apple___healthy,"Pepper,_bell___healthy",0.938121
plantdoc/PlantDoc-Dataset/train/Apple leaf/apple-tree-branch-green-leaves-fresh-isolated-white-background-33032922.jpg,Apple___healthy,Tomato___Late_blight,0.338330
plantdoc/PlantDoc-Dataset/train/Apple leaf/apple-tree-branch-green-leaves-fresh-isolated-white-background-33032924.jpg,Apple___healthy,"Pepper,_bell___healthy",0.827266
plantdoc/PlantDoc-Dataset/train/Apple leaf/apple-tree-branch-plant-fruit-leaf-flower-food-green-produce-flora-immature-apple-tree-flowering-plant-wild-apple-tree-apple-gear-land-plant-606389.jpg,Apple___healthy,Apple___healthy,0.216198
plantdoc/PlantDoc-Dataset/train/Apple leaf/apple-tree-leaf-curl-apple-tree-leaf-curl-aphids-apple-tree-leaves-curling-too-much-water.jpg,Apple___healthy,"Pepper,_bell___healthy",0.602026
plantdoc/PlantDoc-Dataset/train/Apple leaf/apple-tree-leaves.jpg,Apple___healthy,"Pepper,_bell___healthy",0.965030
plantdoc/PlantDoc-Dataset/train/Apple leaf/appleleaf+trial+007.JPG.jpg,Apple___healthy,"Pepper,_bell___healthy",0.933225
plantdoc/PlantDoc-Dataset/train/Apple leaf/apples_silver-leaf_04_zoom.jpg,Apple___healthy,"Pepper,_bell___healthy",0.961658
plantdoc/PlantDoc-Dataset/train/Apple leaf/autumn-red-apple-leaves.jpg,Apple___healthy,"Pepper,_bell___healthy",0.809216
plantdoc/PlantDoc-Dataset/train/Apple leaf/bright-red-crab-apple-fruit-malus-john-downie-on-the-tree-in-late-KH3WRX.jpg,Apple___healthy,"Pepper,_bell___healthy",0.962884
plantdoc/PlantDoc-Dataset/train/Apple leaf/closeup-red-apple-fruit-leaf-isolated-white-background-57605895.jpg,Apple___healthy,Tomato___healthy,0.711933
plantdoc/PlantDoc-Dataset/train/Apple leaf/crab_apple_03_leaves.jpg,Apple___healthy,Grape___Black_rot,0.548688
plantdoc/PlantDoc-Dataset/train/Apple leaf/depositphotos_27383223-stock-photo-apple-leaves.jpg,Apple___healthy,Peach___healthy,0.556709
plantdoc/PlantDoc-Dataset/train/Apple leaf/depositphotos_30057617-Green-leaf-of-apple-tree.jpg,Apple___healthy,Apple___healthy,0.968090
plantdoc/PlantDoc-Dataset/train/Apple leaf/depositphotos_4505396-Green-apple-leaf.jpg,Apple___healthy,Apple___healthy,0.657815
plantdoc/PlantDoc-Dataset/train/Apple leaf/depositphotos_45748597-stock-photo-ripe-apple-with-leaf.jpg,Apple___healthy,Tomato___healthy,0.911819
plantdoc/PlantDoc-Dataset/train/Apple leaf/depositphotos_55202179-stock-photo-green-apple-with-leaf-and.jpg,Apple___healthy,Grape___Black_rot,0.425128
plantdoc/PlantDoc-Dataset/train/Apple leaf/depositphotos_56066889-stock-photo-apple-with-leaf.jpg,Apple___healthy,Blueberry___healthy,0.415305
plantdoc/PlantDoc-Dataset/train/Apple leaf/depositphotos_6657863-stock-photo-single-red-apple-with-leaf.jpg,Apple___healthy,Tomato___healthy,0.426029
"plantdoc/PlantDoc-Dataset/train/Apple leaf/flat,1000x1000,075,f.u2.jpg",Apple___healthy,Corn___healthy,0.649377
plantdoc/PlantDoc-Dataset/train/Apple leaf/fresh-wet-green-apple-leaf-water-drops-isolated-white-background-31353097.jpg,Apple___healthy,Tomato___Late_blight,0.751554
plantdoc/PlantDoc-Dataset/train/Apple leaf/fruit_apple_apple-tree_wallpaper_EA60026.jpg,Apple___healthy,"Pepper,_bell___healthy",0.961382
plantdoc/PlantDoc-Dataset/train/Apple leaf/green-apple-fruits-leaf-16266077.jpg,Apple___healthy,Orange___Haunglongbing_(Citrus_greening),0.919734
plantdoc/PlantDoc-Dataset/train/Apple leaf/green-apple-fruits-leaf-25050127.jpg,Apple___healthy,Tomato___Tomato_Yellow_Leaf_Curl_Virus,0.733323
plantdoc/PlantDoc-Dataset/train/Apple leaf/green-apple-leaf-26110796.jpg,Apple___healthy,Orange___Haunglongbing_(Citrus_greening),0.768737
plantdoc/PlantDoc-Dataset/train/Apple leaf/green-apple-leaf-cut-white-ripe-background-clipping-path-42422046.jpg,Apple___healthy,Tomato___Late_blight,0.316929
plantdoc/PlantDoc-Dataset/train/Apple leaf/green-apple-leaf-slice-isolated-white-ripe-background-clipping-path-42352971.jpg,Apple___healthy,Grape___Black_rot,0.710734
plantdoc/PlantDoc-Dataset/train/Apple leaf/green-apple-leaf-slice-isolated-white-ripe-background-clipping-path-44598638.jpg,Apple___healthy,Grape___Black_rot,0.668880
plantdoc/PlantDoc-Dataset/train/Apple leaf/green-apple-leaf-slice-isolated-white-ripe-background-clipping-path-45471482.jpg,Apple___healthy,Grape___Black_rot,0.545200
plantdoc/PlantDoc-Dataset/train/Apple leaf/green-apple-leaf-white-background-33503979.jpg,Apple___healthy,Blueberry___healthy,0.331586
plantdoc/PlantDoc-Dataset/train/Apple leaf/green-leaf-apple-tree-14300049.jpg,Apple___healthy,Raspberry___healthy,0.935715
plantdoc/PlantDoc-Dataset/train/Apple leaf/green-leaf-apple-tree-isolated-white-background-33032695.jpg,Apple___healthy,Apple___healthy,0.952624
plantdoc/PlantDoc-Dataset/train/Apple leaf/green-leaf-picture-id177130309?b=1&k=6&m=177130309&s=612x612&w=0&h=VP3U0AM5j0fvQqOwuI5f7cmb2Ji88mVep0eoXQaJRfs=.jpg,Apple___healthy,Apple___healthy,0.930327
plantdoc/PlantDoc-Dataset/train/Apple leaf/grow-an-apple-tree-from-seed-in-singapore-img5.jpg,Apple___healthy,"Pepper,_bell___healthy",0.962345
plantdoc/PlantDoc-Dataset/train/Apple leaf/leaf-apple-tree-one-green-isolated-41556482.jpg,Apple___healthy,Tomato___Septoria_leaf_spot,0.757773
plantdoc/PlantDoc-Dataset/train/Apple leaf/leaves-isolated-on-white-background-picture-id537925565?k=6&m=537925565&s=612x612&w=0&h=Ogzc4YHTI4i4q9aiTIG6Zq2sAMv6xTKiDlCmYANlzK8=.jpg,Apple___healthy,Blueberry___healthy,0.657656
plantdoc/PlantDoc-Dataset/train/Apple leaf/malus-floribunda-le-amoro2-a.jpg,Apple___healthy,Blueberry___healthy,0.771148
plantdoc/PlantDoc-Dataset/train/Apple leaf/red-apple-green-leaf-isolated-white-background-57496220.jpg,Apple___healthy,Tomato___healthy,0.777423
plantdoc/PlantDoc-Dataset/train/Apple leaf/red-apple-leaf-slice-white-background-29914331.jpg,Apple___healthy,Grape___Black_rot,0.342886
plantdoc/PlantDoc-Dataset/train/Apple leaf/red-apple-leaves-309078.jpg,Apple___healthy,Grape___Black_rot,0.613039
plantdoc/PlantDoc-Dataset/train/Apple leaf/red-apple-one-leaf-13226302.jpg,Apple___healthy,Tomato___healthy,0.543698
plantdoc/PlantDoc-Dataset/train/Apple leaf/ripe-red-apple-with-green-leaf-isolated-on-white-picture-id184640296?s=612x612.jpg,Apple___healthy,Tomato___healthy,0.823998
plantdoc/PlantDoc-Dataset/train/Apple leaf/ripe-red-apple-with-leaf-picture-id117485645?b=1&k=6&m=117485645&s=612x612&w=0&h=Ii96HYzF-2E5ky-IcXbVhvEFvU28o0rlkwagb7T6LhY=.jpg,Apple___healthy,Tomato___healthy,0.880221
plantdoc/PlantDoc-Dataset/train/Apple leaf/shiny-red-apple-green-leaf-isolated-white-background-56202743.jpg,Apple___healthy,Tomato___healthy,0.215381
plantdoc/PlantDoc-Dataset/train/Apple leaf/stock-photo-apple-leaf-isolated-on-white-background-287560226.jpg,Apple___healthy,Apple___healthy,0.949292
plantdoc/PlantDoc-Dataset/train/Apple leaf/stock-photo-apple-leaf-set-isolated-on-white-background-300957002.jpg,Apple___healthy,Peach___healthy,0.506791
plantdoc/PlantDoc-Dataset/train/Apple leaf/stock-photo-apple-leaves-collection-isolated-on-white-background-373945045.jpg,Apple___healthy,Blueberry___healthy,0.672386
plantdoc/PlantDoc-Dataset/train/Apple leaf/stock-photo-apple-leaves-isolated-on-a-white-background-leaf-from-an-apple-tree-cut-from-background-520909219.jpg,Apple___healthy,Raspberry___healthy,0.450236
plantdoc/PlantDoc-Dataset/train/Apple leaf/stock-photo-apple-leaves-isolated-on-the-white-background-729570907.jpg,Apple___healthy,Blueberry___healthy,0.441552
plantdoc/PlantDoc-Dataset/train/Apple leaf/stock-photo-apple-leaves-isolated-on-white-background-232913425.jpg,Apple___healthy,Peach___healthy,0.316802
plantdoc/PlantDoc-Dataset/train/Apple leaf/stock-photo-apple-leaves-isolated-on-white-background-295979933.jpg,Apple___healthy,Apple___healthy,0.652296
plantdoc/PlantDoc-Dataset/train/Apple leaf/stock-photo-apple-leaves-isolated-on-white-background-326520134.jpg,Apple___healthy,Peach___healthy,0.795711
plantdoc/PlantDoc-Dataset/train/Apple leaf/stock-photo-apple-leaves-isolated-on-white-collection-197880929.jpg,Apple___healthy,Blueberry___healthy,0.893248
plantdoc/PlantDoc-Dataset/train/Apple leaf/stock-photo-apple-leaves-set-isolated-on-white-271652246.jpg,Apple___healthy,Blueberry___healthy,0.344744
plantdoc/PlantDoc-Dataset/train/Apple leaf/stock-photo-apple-tree-leaf-isolated-on-a-white-622503302.jpg,Apple___healthy,Cherry___healthy,0.514564
