path,true,pred,top1_prob
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/Apple-Scab1.jpg,Apple___Apple_scab,"Pepper,_bell___healthy",0.464223
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/Apple-Scab_1_1.jpg,Apple___Apple_scab,"Pepper,_bell___healthy",0.650531
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/Apple-scab-on-crab-apple.jpg,Apple___Apple_scab,Strawberry___Leaf_scorch,0.612570
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/AppleScab.JPG.jpg,Apple___Apple_scab,Grape___Black_rot,0.374789
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/AppleScab02.jpg,Apple___Apple_scab,Corn___Cercospora_leaf_spot Gray_leaf_spot,0.921742
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/AppleScab03.jpg,Apple___Apple_scab,Corn___Common_rust,0.387284
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/AppleScab14.jpg,Apple___Apple_scab,"Pepper,_bell___healthy",0.598088
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/Apple_Scab163.jpg,Apple___Apple_scab,Tomato___Septoria_leaf_spot,0.289975
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/Apple_scab.jpg?t=1473441220256&width=300&height=200&name=Apple_scab.jpg,Apple___Apple_scab,Strawberry___Leaf_scorch,0.519607
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/Apple_scab_symptoms_on_leaf.jpg,Apple___Apple_scab,"Pepper,_bell___healthy",0.906962
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/DSC00005.JPG.jpg,Apple___Apple_scab,Strawberry___Leaf_scorch,0.953788
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/DSCF1248-1gz1wpc.jpg,Apple___Apple_scab,Corn___Common_rust,0.498271
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/IMG_3166_1500x1500%253E.JPG?1473520197.jpg,Apple___Apple_scab,Corn___Cercospora_leaf_spot Gray_leaf_spot,0.221583
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/IMG_3455-xjgwni-1024x1024.jpg,Apple___Apple_scab,Tomato___Late_blight,0.730985
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/Malus-Scab-disease-225x300.jpg,Apple___Apple_scab,"Pepper,_bell___healthy",0.375707
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/Scab+close-up5846.jpg,Apple___Apple_scab,Corn___healthy,0.152009
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/acfsca026527.jpg,Apple___Apple_scab,Apple___healthy,0.876874
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/apple%20scab%20MF821.JPG.jpg,Apple___Apple_scab,"Pepper,_bell___healthy",0.358034
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/apple-scab-disease-tree-fungus-906x391.jpg,Apple___Apple_scab,Strawberry___Leaf_scorch,0.403489
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/apple-scab-disease.jpg,Apple___Apple_scab,Strawberry___Leaf_scorch,0.376038
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/apple-scab-leaf-big.jpg,Apple___Apple_scab,"Pepper,_bell___healthy",0.546830
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/apple-scab-obst-krankheit-m7akxy.jpg,Apple___Apple_scab,"Pepper,_bell___healthy",0.897019
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/apple-scab-venturia-inaequalis-early-leaf-infection-and-mycelium-AW0TTX.jpg,Apple___Apple_scab,Apple___healthy,0.555855
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/apple-scab-venturia-inaequalis-early-leaf-infection-and-mycelium-bxbd0k.jpg,Apple___Apple_scab,Strawberry___Leaf_scorch,0.208454
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/apple-scab-venturia-inaequalis-early-leaf-infection-and-mycelium-bxbd23.jpg,Apple___Apple_scab,Apple___healthy,0.915456
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/apple-scab-venturia-inaequalis-germinated-from-a-spore-shower-on-an-apple-leaf-X31BGG.jpg,Apple___Apple_scab,Apple___Apple_scab,0.775625
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/apple-scab-venturia-inaequalis-germinated-from-a-spore-shower-on-an-aw08hw.jpg,Apple___Apple_scab,Corn___Common_rust,0.515473
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/apple-scab-venturia-inaequalis-leaf-symptoms-on-tree-dark-fungal-pustules-aceg6b.jpg,Apple___Apple_scab,"Pepper,_bell___healthy",0.650397
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/apple-scab-venturia-inaequalis-lesions-mycelium-on-leaves-a8h9nb.jpg,Apple___Apple_scab,"Pepper,_bell___healthy",0.814578
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/apple-scab_figure-2.jpg,Apple___Apple_scab,Corn___Cercospora_leaf_spot Gray_leaf_spot,0.238098
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/apple_scab.jpg,Apple___Apple_scab,"Pepper,_bell___healthy",0.275377
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/apple_scab1.jpg,Apple___Apple_scab,Corn___healthy,0.612145
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/apple_scab2.jpg,Apple___Apple_scab,Strawberry___Leaf_scorch,0.300952
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/apple_scab_1465_180.jpg,Apple___Apple_scab,Tomato___Tomato_Yellow_Leaf_Curl_Virus,0.370984
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/apple_scab_early_jc_sm.jpg,Apple___Apple_scab,Apple___healthy,0.764106
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/apples-severely-affected-by-apple-scab-venturia-inaequalis-dgk11a.jpg,Apple___Apple_scab,"Pepper,_bell___healthy",0.866319
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/apples_apple-scab_02_zoom.jpg,Apple___Apple_scab,"Pepper,_bell___healthy",0.596043
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/apples_apple-scab_03_zoom.jpg,Apple___Apple_scab,Potato___Early_blight,0.219563
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/applescab-500x383.jpg,Apple___Apple_scab,Tomato___Late_blight,0.392602
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/applescab.jpg,Apple___Apple_scab,"Pepper,_bell___healthy",0.748193
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/applescab004.jpg,Apple___Apple_scab,Strawberry___Leaf_scorch,0.349934
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/applescab2.jpg,Apple___Apple_scab,"Pepper,_bell___healthy",0.507115
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/applescab_lf.jpg,Apple___Apple_scab,Strawberry___Leaf_scorch,0.383959
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/applescableaf-pcd.jpg,Apple___Apple_scab,Tomato___Early_blight,0.669004
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/applescableaf.jpg,Apple___Apple_scab,Strawberry___Leaf_scorch,0.216685
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/applescabmalus1.jpg,Apple___Apple_scab,Tomato___Early_blight,0.652922
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/appletree%20leaf.jpg,Apple___Apple_scab,Strawberry___Leaf_scorch,0.314528
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/appscab.jpg,Apple___Apple_scab,Apple___healthy,0.381202
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/branch-with-ill-leaf-of-apple-scab-disease-picture-id928917010?k=6&m=928917010&s=612x612&w=0&h=UY6EBbnGkTzVcp4Tm8myYO7KoIOtrZo3VRDrd91qslo=.jpg,Apple___Apple_scab,Strawberry___Leaf_scorch,0.921085
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/crabapple%20scab%20Snowdrift%201%20Crab%206-24-16.JPG.jpg,Apple___Apple_scab,Orange___Haunglongbing_(Citrus_greening),0.221778
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/disease-on-fruit-scab-on-apple-tree-j1r0jp.jpg,Apple___Apple_scab,Strawberry___Leaf_scorch,0.303058
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/early-symptoms-of-scab-venturia-inaequalis-on-apple-leaves-AW051N.jpg,Apple___Apple_scab,"Pepper,_bell___healthy",0.914556
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/early_symptoms_of_crabapple_scab_on_prairifire.jpg,Apple___Apple_scab,Tomato___Late_blight,0.389357
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/image0002.jpg,Apple___Apple_scab,Cherry___healthy,0.309098
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/image005.jpg,Apple___Apple_scab,Apple___Apple_scab,0.465972
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/img_1916.jpg,Apple___Apple_scab,Apple___healthy,0.407621
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/img_1920.jpg,Apple___Apple_scab,"Pepper,_bell___healthy",0.310051
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/img_6415.jpg,Apple___Apple_scab,"Pepper,_bell___healthy",0.626102
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/inaequalis1a.jpg,Apple___Apple_scab,Strawberry___Leaf_scorch,0.458342
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/inaequalis1b.jpg,Apple___Apple_scab,Cherry___healthy,0.404453
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/s-l300.jpg,Apple___Apple_scab,Strawberry___Leaf_scorch,0.869097
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/scab-apple-leaf.jpg,Apple___Apple_scab,Strawberry___Leaf_scorch,0.424191
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/scab-disease-apple-leaf-macro-62212448.jpg,Apple___Apple_scab,Strawberry___Leaf_scorch,0.379114
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/scab-disease-small.jpg,Apple___Apple_scab,Tomato___Late_blight,0.507008
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/scab-on-foliage-300x259.jpg,Apple___Apple_scab,Apple___healthy,0.273230
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/scab-on-tall-spindle-apple-tree-d3phw6.jpg,Apple___Apple_scab,"Pepper,_bell___healthy",0.910035
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/scab-venturia-inaequalis-development-of-disease-on-the-stem-upper-B359MJ.jpg,Apple___Apple_scab,"Pepper,_bell___healthy",0.826674
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/scab_large.jpg,Apple___Apple_scab,Strawberry___Leaf_scorch,0.663834
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/scab_on_leaf.jpg,Apple___Apple_scab,"Pepper,_bell___healthy",0.396646
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/schurft.jpg,Apple___Apple_scab,"Pepper,_bell___healthy",0.608681
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/seriously-unwell-apple-tree-fruit-brown-and-split-yellow-spots-on-leaves-scab-P67H27.jpg,Apple___Apple_scab,Tomato___Late_blight,0.483689
plantdoc/PlantDoc-Dataset/train/Apple Scab Leaf/venturia.jpg,Apple___Apple_scab,Apple___Apple_scab,0.732597
plantdoc/PlantDoc-Dataset/test/Apple leaf/20180511_090912-14gtw8a-e1526047952754.jpg,Apple___healthy,"Pepper,_bell___healthy",0.743211
plantdoc/PlantDoc-Dataset/test/Apple leaf/20180511_091133-24l1vhg-e1526047988236.jpg,Apple___healthy,Apple___healthy,0.754060
plantdoc/PlantDoc-Dataset/test/Apple leaf/20180511_091252-1gy5xf5-e1526048000596.jpg,Apple___healthy,Apple___healthy,0.929884
plantdoc/PlantDoc-Dataset/test/Apple leaf/4120978-single-green-leaf-of-apple-tree.jpg,Apple___healthy,Apple___healthy,0.374458
plantdoc/PlantDoc-Dataset/test/Apple leaf/Apple-Leaf-Wallpaper-17.jpg,Apple___healthy,Corn___healthy,0.146149
plantdoc/PlantDoc-Dataset/test/Apple leaf/apple-leaf-14319997.jpg,Apple___healthy,Blueberry___healthy,0.512934
plantdoc/PlantDoc-Dataset/test/Apple leaf/apple-leaf-9834637.jpg,Apple___healthy,Tomato___Late_blight,0.934661
plantdoc/PlantDoc-Dataset/test/Apple leaf/apple-leaf-closeup-37636177.jpg,Apple___healthy,Apple___healthy,0.696511
plantdoc/PlantDoc-Dataset/test/Apple leaf/apple-leaf-isolated-white-background-56631026.jpg,Apple___healthy,Orange___Haunglongbing_(Citrus_greening),0.647716
plantdoc/PlantDoc-Dataset/train/Apple leaf/20130519yellowingappleleaves.jpg,Apple___healthy,"Pepper,_bell___healthy",0.834780
plantdoc/PlantDoc-Dataset/train/Apple leaf/2017-09-23-07-48-04.jpg,Apple___healthy,Tomato___healthy,0.616870
plantdoc/PlantDoc-Dataset/train/Apple leaf/4633813-sweet-apple-with-leaf.jpg,Apple___healthy,Tomato___healthy,0.835221
plantdoc/PlantDoc-Dataset/train/Apple leaf/Apple-Leaves-Diabetes.jpg,Apple___healthy,"Pepper,_bell___healthy",0.886226
plantdoc/PlantDoc-Dataset/train/Apple leaf/AppleLeavesInRain.jpg,Apple___healthy,"Pepper,_bell___healthy",0.848275
plantdoc/PlantDoc-Dataset/train/Apple leaf/Apple_tree_leaf_J1.jpg,Apple___healthy,Corn___healthy,0.243851
plantdoc/PlantDoc-Dataset/train/Apple leaf/CRABAPPLE2_leaves.jpg,Apple___healthy,"Pepper,_bell___healthy",0.300434
plantdoc/PlantDoc-Dataset/train/Apple leaf/CRABAPPLE3_leaves.jpg,Apple___healthy,Tomato___Late_blight,0.492422
plantdoc/PlantDoc-Dataset/train/Apple leaf/CRABAPPLE_leaves.jpg,Apple___healthy,"Pepper,_bell___healthy",0.249895
plantdoc/PlantDoc-Dataset/train/Apple leaf/Crab-Apple-%28Malus-Sylvestris%29-Leaf.jpg,Apple___healthy,"Pepper,_bell___healthy",0.246866
plantdoc/PlantDoc-Dataset/train/Apple leaf/Dwarf-Apple-Pink-Lady-2545.jpeg.jpg,Apple___healthy,Apple___healthy,0.935135
plantdoc/PlantDoc-Dataset/train/Apple leaf/June%2B2010%2B022.JPG.jpg,Apple___healthy,"Pepper,_bell___healthy",0.504931
plantdoc/PlantDoc-Dataset/train/Apple leaf/Malus+sylvestris+-+Crab+Apple+04.jpg,Apple___healthy,Apple___healthy,0.956100
plantdoc/PlantDoc-Dataset/train/Apple leaf/apple-tree-branch-blossom-plant-fruit-berry-leaf-flower-food-green-produce-evergreen-flora-sad-shrub-apples-branch-with-apples-flowering-plant-rose-family-acerola-malpighia-woody-plant-land-plant-928225.jpg,Apple___healthy,"Pepper,_bell___healthy",0.727239
plantdoc/PlantDoc-Dataset/train/Apple leaf/apple-tree-branch-green-leaves-fresh-isolated-white-background-33032922.jpg,Apple___healthy,Tomato___Late_blight,0.831706
plantdoc/PlantDoc-Dataset/train/Apple leaf/apple-tree-branch-green-leaves-fresh-isolated-white-background-33032924.jpg,Apple___healthy,"Pepper,_bell___healthy",0.631810
plantdoc/PlantDoc-Dataset/train/Apple leaf/apple-tree-branch-plant-fruit-leaf-flower-food-green-produce-flora-immature-apple-tree-flowering-plant-wild-apple-tree-apple-gear-land-plant-606389.jpg,Apple___healthy,"Pepper,_bell___healthy",0.381330
plantdoc/PlantDoc-Dataset/train/Apple leaf/apple-tree-leaf-curl-apple-tree-leaf-curl-aphids-apple-tree-leaves-curling-too-much-water.jpg,Apple___healthy,"Pepper,_bell___healthy",0.701084
plantdoc/PlantDoc-Dataset/train/Apple leaf/apple-tree-leaves.jpg,Apple___healthy,"Pepper,_bell___healthy",0.845022
plantdoc/PlantDoc-Dataset/train/Apple leaf/appleleaf+trial+007.JPG.jpg,Apple___healthy,"Pepper,_bell___healthy",0.887150
plantdoc/PlantDoc-Dataset/train/Apple leaf/apples_silver-leaf_04_zoom.jpg,Apple___healthy,"Pepper,_bell___healthy",0.849483
plantdoc/PlantDoc-Dataset/train/Apple leaf/autumn-red-apple-leaves.jpg,Apple___healthy,"Pepper,_bell___healthy",0.471806
plantdoc/PlantDoc-Dataset/train/Apple leaf/bright-red-crab-apple-fruit-malus-john-downie-on-the-tree-in-late-KH3WRX.jpg,Apple___healthy,"Pepper,_bell___healthy",0.870924
plantdoc/PlantDoc-Dataset/train/Apple leaf/closeup-red-apple-fruit-leaf-isolated-white-background-57605895.jpg,Apple___healthy,"Pepper,_bell___healthy",0.190265
plantdoc/PlantDoc-Dataset/train/Apple leaf/crab_apple_03_leaves.jpg,Apple___healthy,Tomato___Late_blight,0.293251
plantdoc/PlantDoc-Dataset/train/Apple leaf/depositphotos_27383223-stock-photo-apple-leaves.jpg,Apple___healthy,Apple___healthy,0.880431
plantdoc/PlantDoc-Dataset/train/Apple leaf/depositphotos_30057617-Green-leaf-of-apple-tree.jpg,Apple___healthy,Apple___healthy,0.941579
plantdoc/PlantDoc-Dataset/train/Apple leaf/depositphotos_4505396-Green-apple-leaf.jpg,Apple___healthy,Orange___Haunglongbing_(Citrus_greening),0.399094
plantdoc/PlantDoc-Dataset/train/Apple leaf/depositphotos_45748597-stock-photo-ripe-apple-with-leaf.jpg,Apple___healthy,Tomato___healthy,0.834111
plantdoc/PlantDoc-Dataset/train/Apple leaf/depositphotos_55202179-stock-photo-green-apple-with-leaf-and.jpg,Apple___healthy,Grape___Black_rot,0.261451
plantdoc/PlantDoc-Dataset/train/Apple leaf/depositphotos_56066889-stock-photo-apple-with-leaf.jpg,Apple___healthy,Apple___healthy,0.720750
plantdoc/PlantDoc-Dataset/train/Apple leaf/depositphotos_6657863-stock-photo-single-red-apple-with-leaf.jpg,Apple___healthy,Tomato___healthy,0.876082
"plantdoc/PlantDoc-Dataset/train/Apple leaf/flat,1000x1000,075,f.u2.jpg",Apple___healthy,Orange___Haunglongbing_(Citrus_greening),0.544079
plantdoc/PlantDoc-Dataset/train/Apple leaf/fresh-wet-green-apple-leaf-water-drops-isolated-white-background-31353097.jpg,Apple___healthy,Tomato___Late_blight,0.244227
plantdoc/PlantDoc-Dataset/train/Apple leaf/fruit_apple_apple-tree_wallpaper_EA60026.jpg,Apple___healthy,"Pepper,_bell___healthy",0.903761
plantdoc/PlantDoc-Dataset/train/Apple leaf/green-apple-fruits-leaf-16266077.jpg,Apple___healthy,Orange___Haunglongbing_(Citrus_greening),0.879300
plantdoc/PlantDoc-Dataset/train/Apple leaf/green-apple-fruits-leaf-25050127.jpg,Apple___healthy,Orange___Haunglongbing_(Citrus_greening),0.483723
plantdoc/PlantDoc-Dataset/train/Apple leaf/green-apple-leaf-26110796.jpg,Apple___healthy,Orange___Haunglongbing_(Citrus_greening),0.876636
plantdoc/PlantDoc-Dataset/train/Apple leaf/green-apple-leaf-cut-white-ripe-background-clipping-path-42422046.jpg,Apple___healthy,Orange___Haunglongbing_(Citrus_greening),0.927764
plantdoc/PlantDoc-Dataset/train/Apple leaf/green-apple-leaf-slice-isolated-white-ripe-background-clipping-path-42352971.jpg,Apple___healthy,"Pepper,_bell___healthy",0.255639
plantdoc/PlantDoc-Dataset/train/Apple leaf/green-apple-leaf-slice-isolated-white-ripe-background-clipping-path-44598638.jpg,Apple___healthy,Tomato___Late_blight,0.255006
plantdoc/PlantDoc-Dataset/train/Apple leaf/green-apple-leaf-slice-isolated-white-ripe-background-clipping-path-45471482.jpg,Apple___healthy,Grape___Black_rot,0.214752
plantdoc/PlantDoc-Dataset/train/Apple leaf/green-apple-leaf-white-background-33503979.jpg,Apple___healthy,Blueberry___healthy,0.724042
plantdoc/PlantDoc-Dataset/train/Apple leaf/green-leaf-apple-tree-14300049.jpg,Apple___healthy,Raspberry___healthy,0.409254
plantdoc/PlantDoc-Dataset/train/Apple leaf/green-leaf-apple-tree-isolated-white-background-33032695.jpg,Apple___healthy,Apple___healthy,0.917391
plantdoc/PlantDoc-Dataset/train/Apple leaf/green-leaf-picture-id177130309?b=1&k=6&m=177130309&s=612x612&w=0&h=VP3U0AM5j0fvQqOwuI5f7cmb2Ji88mVep0eoXQaJRfs=.jpg,Apple___healthy,Apple___healthy,0.921510
plantdoc/PlantDoc-Dataset/train/Apple leaf/grow-an-apple-tree-from-seed-in-singapore-img5.jpg,Apple___healthy,"Pepper,_bell___healthy",0.757900
plantdoc/PlantDoc-Dataset/train/Apple leaf/leaf-apple-tree-one-green-isolated-41556482.jpg,Apple___healthy,Tomato___Late_blight,0.149957
plantdoc/PlantDoc-Dataset/train/Apple leaf/leaves-isolated-on-white-background-picture-id537925565?k=6&m=537925565&s=612x612&w=0&h=Ogzc4YHTI4i4q9aiTIG6Zq2sAMv6xTKiDlCmYANlzK8=.jpg,Apple___healthy,Blueberry___healthy,0.784349
plantdoc/PlantDoc-Dataset/train/Apple leaf/malus-floribunda-le-amoro2-a.jpg,Apple___healthy,Apple___healthy,0.788772
plantdoc/PlantDoc-Dataset/train/Apple leaf/red-apple-green-leaf-isolated-white-background-57496220.jpg,Apple___healthy,Tomato___healthy,0.674767
plantdoc/PlantDoc-Dataset/train/Apple leaf/red-apple-leaf-slice-white-background-29914331.jpg,Apple___healthy,Tomato___healthy,0.561711
plantdoc/PlantDoc-Dataset/train/Apple leaf/red-apple-leaves-309078.jpg,Apple___healthy,Tomato___healthy,0.702223
plantdoc/PlantDoc-Dataset/train/Apple leaf/red-apple-one-leaf-13226302.jpg,Apple___healthy,Tomato___healthy,0.898066
plantdoc/PlantDoc-Dataset/train/Apple leaf/ripe-red-apple-with-green-leaf-isolated-on-white-picture-id184640296?s=612x612.jpg,Apple___healthy,Tomato___healthy,0.291277
plantdoc/PlantDoc-Dataset/train/Apple leaf/ripe-red-apple-with-leaf-picture-id117485645?b=1&k=6&m=117485645&s=612x612&w=0&h=Ii96HYzF-2E5ky-IcXbVhvEFvU28o0rlkwagb7T6LhY=.jpg,Apple___healthy,Tomato___healthy,0.884257
plantdoc/PlantDoc-Dataset/train/Apple leaf/shiny-red-apple-green-leaf-isolated-white-background-56202743.jpg,Apple___healthy,Strawberry___Leaf_scorch,0.234712
plantdoc/PlantDoc-Dataset/train/Apple leaf/stock-photo-apple-leaf-isolated-on-white-background-287560226.jpg,Apple___healthy,Apple___healthy,0.397164
plantdoc/PlantDoc-Dataset/train/Apple leaf/stock-photo-apple-leaf-set-isolated-on-white-background-300957002.jpg,Apple___healthy,Orange___Haunglongbing_(Citrus_greening),0.486608
plantdoc/PlantDoc-Dataset/train/Apple leaf/stock-photo-apple-leaves-collection-isolated-on-white-background-373945045.jpg,Apple___healthy,Tomato___Late_blight,0.347333
plantdoc/PlantDoc-Dataset/train/Apple leaf/stock-photo-apple-leaves-isolated-on-a-white-background-leaf-from-an-apple-tree-cut-from-background-520909219.jpg,Apple___healthy,Tomato___Late_blight,0.298706
plantdoc/PlantDoc-Dataset/train/Apple leaf/stock-photo-apple-leaves-isolated-on-the-white-background-729570907.jpg,Apple___healthy,Tomato___Late_blight,0.421862
plantdoc/PlantDoc-Dataset/train/Apple leaf/stock-photo-apple-leaves-isolated-on-white-background-232913425.jpg,Apple___healthy,Orange___Haunglongbing_(Citrus_greening),0.535941
plantdoc/PlantDoc-Dataset/train/Apple leaf/stock-photo-apple-leaves-isolated-on-white-background-295979933.jpg,Apple___healthy,Tomato___Late_blight,0.276237
plantdoc/PlantDoc-Dataset/train/Apple leaf/stock-photo-apple-leaves-isolated-on-white-background-326520134.jpg,Apple___healthy,Orange___Haunglongbing_(Citrus_greening),0.257802
plantdoc/PlantDoc-Dataset/train/Apple leaf/stock-photo-apple-leaves-isolated-on-white-collection-197880929.jpg,Apple___healthy,Blueberry___healthy,0.512616
plantdoc/PlantDoc-Dataset/train/Apple leaf/stock-photo-apple-leaves-set-isolated-on-white-271652246.jpg,Apple___healthy,"Pepper,_bell___healthy",0.266308
